SG_UF,ANO_ELEICAO,CD_CARGO,DS_CARGO,NR_CANDIDATO,NM_CANDIDATO,DS_SITUACAO_CANDIDATURA,NR_IDADE_DATA_POSSE,NM_COLIGACAO,SQ_COLIGACAO,NR_PARTIDO,NM_PARTIDO,QT_VOTOS,ranking_colig,CADEIRAS_r1,CADEIRAS_r2,CADEIRAS_r3,CADEIRAS_r4,eleito_r1,eleito_r2,eleito_r3,eleito_r4
ES,2018,6,DEPUTADO FEDERAL,1210,LUIZ ROBERTO DA SILVA,APTO,53,ESPIRITO SANTO FORTE,80000050598,12,PARTIDO DEMOCRÁTICO TRABALHISTA,3724,7,2,2,2,2,0,0,0,0
BA,2018,6,DEPUTADO FEDERAL,1213,JORGE LUIS ARAÚJO COSTA,APTO,62,PARTIDO ISOLADO,50000050291,12,PARTIDO DEMOCRÁTICO TRABALHISTA,3718,11,2,2,2,2,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,3141,WALDEMAR JOSÉ DE AVILA NETO,APTO,37,PARTIDO ISOLADO,190000050173,31,PARTIDO HUMANISTA DA SOLIDARIEDADE,3712,10,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,1057,HENRIQUE ALBERTO ALMIRATES JUNIOR,APTO,61,PARTIDO ISOLADO,250000050175,10,PARTIDO REPUBLICANO BRASILEIRO,3709,45,6,6,6,6,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,4391,MONICA GABRIEL,APTO,52,PARTIDO ISOLADO,250000050304,43,PARTIDO VERDE,3709,18,1,1,1,1,0,0,0,0
AL,2018,6,DEPUTADO FEDERAL,1100,MARIA DOS PRAZERES DA ROCHA BRANDÃO,APTO,41,Alagoas com o Povo II,20000050447,11,PARTIDO PROGRESSISTA,3703,14,4,4,4,4,0,0,0,0
CE,2018,6,DEPUTADO FEDERAL,1555,LINDALVA BATISTA LINHARES,APTO,54,MDB/PHS/AVANTE/SD/PSD/PSC/PODEMOS/PRB,60000050146,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO,3698,13,4,3,4,3,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,9012,PATRICIA MAGALHAES ROCHA,APTO,40,PARTIDO ISOLADO,130000050538,90,PARTIDO REPUBLICANO DA ORDEM SOCIAL,3675,8,2,2,2,2,0,0,0,0
CE,2018,6,DEPUTADO FEDERAL,9009,ALEXANDRE PAIVA DAMASCENO,APTO,52,PARTIDO ISOLADO,60000050042,90,PARTIDO REPUBLICANO DA ORDEM SOCIAL,3674,10,2,2,2,2,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,5030,ALAN MAIA SILVA,APTO,40,MUDAR É POSSÍVEL,190000050058,50,PARTIDO SOCIALISMO E LIBERDADE,3672,12,4,4,4,4,0,0,0,0
RS,2018,6,DEPUTADO FEDERAL,4555,MARIA ROZARIO BICA,APTO,54,COLIGAÇÃO RIO GRANDE UNIDO E FORTE,210000050140,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,3670,31,9,8,9,9,0,0,0,0
MA,2018,6,DEPUTADO FEDERAL,4321,MARLY GONÇALVES ABDALLA,APTO,78,MARANHÃO QUER MAIS 1,100000050233,43,PARTIDO VERDE,3669,12,3,3,3,3,0,0,0,0
PB,2018,6,DEPUTADO FEDERAL,1577,NADJA DIOGENES PALITOT Y PALITOT,APTO,61,PORQUE O POVO QUER I,150000050671,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO,3669,5,1,1,1,1,0,0,0,0
PE,2018,6,DEPUTADO FEDERAL,1311,FLÁVIA HELLEN DE OLIVEIRA GOMES,APTO,25,PARTIDO ISOLADO,170000050562,13,PARTIDO DOS TRABALHADORES,3658,7,2,2,2,2,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,1995,MÉRCIA MARA FALCINI,APTO,52,UNIDOS POR SÃO PAULO,250000050366,19,PODEMOS,3656,21,2,2,3,3,0,0,0,0
ES,2018,6,DEPUTADO FEDERAL,4433,CHARLES DA SILVA MARTINS,APTO,40,ESPIRITO SANTO FORTE,80000050598,44,PARTIDO REPUBLICANO PROGRESSISTA,3656,8,2,2,2,2,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,4321,MARCELO FERNANDES DE OLIVEIRA,APTO,42,PARTIDO ISOLADO,250000050304,43,PARTIDO VERDE,3646,19,1,1,1,1,0,0,0,0
MS,2018,6,DEPUTADO FEDERAL,1511,VALDINIR NOBRE DE OLIVEIRA,APTO,49,"AMOR, TRABALHO E FÉ III",120000050697,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO,3642,7,0,0,0,0,0,0,0,0
MS,2018,6,DEPUTADO FEDERAL,5000,AGNES CRISTINE DUAILIBI VIANA,APTO,21,PARTIDO ISOLADO,120000050345,50,PARTIDO SOCIALISMO E LIBERDADE,3642,1,0,0,0,0,0,0,0,0
TO,2018,6,DEPUTADO FEDERAL,1310,ADÃO FRANCISCO DE OLIVEIRA,APTO,45,Frente Alternativa 1,270000050713,13,PARTIDO DOS TRABALHADORES,3635,5,0,1,0,1,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,7045,ANTONIO FERREIRA PEDREGAL FILHO,APTO,66,PMN / AVANTE,190000050433,70,AVANTE,3626,6,0,1,0,1,0,0,0,0
RS,2018,6,DEPUTADO FEDERAL,9000,PAULO RICARDO ROSA DOS SANTOS,APTO,49,ENDIREITA RIO GRANDE,210000050101,90,PARTIDO REPUBLICANO DA ORDEM SOCIAL,3623,24,4,4,4,4,0,0,0,0
RR,2018,6,DEPUTADO FEDERAL,1723,CRISTIANO CORREA FERNANDES,APTO,40,RORAIMA ACIMA DE TUDO,230000050174,17,PARTIDO SOCIAL LIBERAL,3622,5,3,2,3,2,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,3180,MAURO JORGE DE PAULA BOMFIM,APTO,56,COMPROMISSO POR MINAS,130000050726,31,PARTIDO HUMANISTA DA SOLIDARIEDADE,3621,18,2,2,2,2,0,0,0,0
MT,2018,6,DEPUTADO FEDERAL,7007,LEDEVINO DA CONCEIÇÃO,APTO,51,PARTIDO ISOLADO,110000050860,70,AVANTE,3612,2,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,4339,FERNANDA MORENO DA SILVA,APTO,36,PARTIDO ISOLADO,250000050304,43,PARTIDO VERDE,3612,20,1,1,1,1,0,0,0,0
CE,2018,6,DEPUTADO FEDERAL,5190,ADRIANO BENTO DA SILVA,APTO,36,PRTB - PPS - PATRIOTAS,60000050303,51,PATRIOTA,3609,13,1,1,1,1,0,0,0,0
AM,2018,6,DEPUTADO FEDERAL,5151,ANTONIO CESAR NEGREIROS DE SOUZA,APTO,52,PARTIDO ISOLADO,40000050133,51,PATRIOTA,3606,1,0,0,0,0,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,2803,PEDRO DOS SANTOS MOREIRA,APTO,55,MINAS À FRENTE,130000050468,28,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,3605,7,0,0,0,0,0,0,0,0
MA,2018,6,DEPUTADO FEDERAL,1785,ZAQUEU SOARES BARROS,APTO,55,JUNTOS PELO MARANHÃO 1,100000050372,17,PARTIDO SOCIAL LIBERAL,3601,10,0,0,0,0,0,0,0,0
GO,2018,6,DEPUTADO FEDERAL,5500,VICTOR LUSTOSA RODRIGUES,APTO,29,GOIÁS AVANÇA MAIS - I,90000050527,55,PARTIDO SOCIAL DEMOCRÁTICO,3597,14,6,5,6,5,0,0,0,0
BA,2018,6,DEPUTADO FEDERAL,3614,LUIS CARLOS MOURA MATOS,APTO,55,Time do Trabalho de Todos os Baianos,50000050612,36,PARTIDO TRABALHISTA CRISTÃO,3595,8,0,1,0,1,0,0,0,0
AM,2018,6,DEPUTADO FEDERAL,7006,FLAVIO TADEU TOMAS DE ARAUJO,APTO,34,EU VOTO NO AMAZONAS II,40000050626,70,AVANTE,3595,3,0,0,0,0,0,0,0,0
BA,2018,6,DEPUTADO FEDERAL,4567,JOÃO GUALBERTO VASCONCELOS,INAPTO,60,PARTIDO ISOLADO,50000050172,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,3588,4,1,1,1,1,0,0,0,0
BA,2018,6,DEPUTADO FEDERAL,4567,MARIA MÁRCIA GOMES DA SILVA DOS SANTOS,APTO,48,PARTIDO ISOLADO,50000050172,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,3588,5,1,1,1,1,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,1355,ENIR FONSECA,APTO,62,JUNTOS COM O POVO,130000050732,13,PARTIDO DOS TRABALHADORES,3585,45,12,12,12,12,0,0,0,0
BA,2018,6,DEPUTADO FEDERAL,7033,LUIZ CARLOS BASSUMA,APTO,62,FRENTE DO TRABALHO POR TODOS OS BAIANOS,50000050213,70,AVANTE,3580,6,2,2,2,2,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,4042,TEREZINHA MARIA DOS SANTOS SILVA,APTO,53,"Coligação PSB, PTB, PPS, PSC",250000050402,40,PARTIDO SOCIALISTA BRASILEIRO,3576,49,6,6,7,7,0,0,0,0
RO,2018,6,DEPUTADO FEDERAL,3311,ANDERSON MARQUES DA SILVA,APTO,36,FRENTE RONDÔNIA POPULAR,220000050191,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,3568,5,0,0,0,0,0,0,0,0
AM,2018,6,DEPUTADO FEDERAL,3600,FRANCISCO WALLACE DANTAS DA SILVA,APTO,46,AMAZONAS COM SEGURANÇA,40000050229,36,PARTIDO TRABALHISTA CRISTÃO,3565,10,3,3,3,3,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,4050,FABIO APARECIDO VASCONCELOS,APTO,49,RENOVAR PARA MUDAR,190000050414,40,PARTIDO SOCIALISTA BRASILEIRO,3564,19,3,3,3,3,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,3112,REINALDO SOARES DE LACERDA,APTO,47,COMPROMISSO POR MINAS,130000050726,31,PARTIDO HUMANISTA DA SOLIDARIEDADE,3563,19,2,2,2,2,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,1616,FLAVIA BISCHAIN ROSA,APTO,33,PARTIDO ISOLADO,250000050235,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,3562,1,0,0,0,0,0,0,0,0
SE,2018,6,DEPUTADO FEDERAL,3030,ADRIANA LIMA MALLEZAN,APTO,42,PARTIDO ISOLADO,260000050016,30,PARTIDO NOVO,3557,1,0,0,0,0,0,0,0,0
PR,2018,6,DEPUTADO FEDERAL,1544,CASSIO BADARÓ DA SILVEIRA PINTO,APTO,31,"Coligação PARANÁ, EDUCAÇÃO E EMPREGO",160000050570,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO,3554,19,3,3,3,3,0,0,0,0
ES,2018,6,DEPUTADO FEDERAL,1810,WEMERSON DA SILVA NOGUEIRA,APTO,28,A FORÇA DO TRABALHO,80000050351,18,REDE SUSTENTABILIDADE,3551,9,0,0,0,0,0,0,0,0
BA,2018,6,DEPUTADO FEDERAL,1569,LUIZ HENRIQUE UAQUIM DA SILVA,APTO,58,PRA MUDAR DE VERDADE,50000050210,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO,3549,7,0,0,0,0,0,0,0,0
PR,2018,6,DEPUTADO FEDERAL,5090,GIANA DE MARCO VIANNA DA SILVA,APTO,28,PSOL-PCB,160000050699,50,PARTIDO SOCIALISMO E LIBERDADE,3549,2,0,0,0,0,0,0,0,0
RS,2018,6,DEPUTADO FEDERAL,5024,LUCIANO VICTORINO DA SILVA,APTO,24,Independência e Luta para Mudar o Rio Grande,21000005e4,50,PARTIDO SOCIALISMO E LIBERDADE,3548,7,0,1,0,1,0,0,0,0
AP,2018,6,DEPUTADO FEDERAL,3678,TIAGO DOS SANTOS E SILVA,APTO,31,AMAPÁ DA GENTE,30000050683,36,PARTIDO TRABALHISTA CRISTÃO,3539,4,1,1,1,1,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,1065,THIAGO FELIPE PONCIANO SOARES,APTO,34,PARTIDO ISOLADO,190000050720,10,PARTIDO REPUBLICANO BRASILEIRO,3535,11,3,2,3,2,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,1745,MARIO CESAR RODRIGUES,APTO,57,PARTIDO ISOLADO,250000050356,17,PARTIDO SOCIAL LIBERAL,3532,39,17,16,10,10,0,0,0,0
AP,2018,6,DEPUTADO FEDERAL,1919,JOZIANE ARAÚJO NASCIMENTO,APTO,39,JUNTOS PODEMOS,30000050501,19,PODEMOS,3532,6,1,1,1,1,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,1433,ANTONIO RAPOSO PATRICIO,APTO,52,"Coligação PSB, PTB, PPS, PSC",250000050402,14,PARTIDO TRABALHISTA BRASILEIRO,3526,50,6,6,7,7,0,0,0,0
BA,2018,6,DEPUTADO FEDERAL,1599,MIGUEL TANURE CORREIA,APTO,63,PRA MUDAR DE VERDADE,50000050210,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO,3525,8,0,0,0,0,0,0,0,0
MS,2018,6,DEPUTADO FEDERAL,3023,EDUARDO FERRUFINO GUZMAN,APTO,35,PARTIDO ISOLADO,120000050010,30,PARTIDO NOVO,3525,3,0,0,0,0,0,0,0,0
RS,2018,6,DEPUTADO FEDERAL,1415,ROZELI DA SILVA,APTO,55,COLIGAÇÃO RIO GRANDE UNIDO E FORTE,210000050140,14,PARTIDO TRABALHISTA BRASILEIRO,3522,32,9,8,9,9,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,5588,ROSANA DA SILVA,APTO,55,PARTIDO ISOLADO,190000050208,55,PARTIDO SOCIAL DEMOCRÁTICO,3519,18,4,3,4,3,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,1738,ALINE LOPES DA SILVA,APTO,38,PARTIDO ISOLADO,190000050390,17,PARTIDO SOCIAL LIBERAL,3514,45,12,12,12,12,0,0,0,0
PR,2018,6,DEPUTADO FEDERAL,2345,SEBASTIÃO AFONSO FERREIRA,APTO,52,MUDA PARANÁ,160000050509,23,PARTIDO POPULAR SOCIALISTA,3512,29,10,10,10,10,0,0,0,0
CE,2018,6,DEPUTADO FEDERAL,9022,CAMILA BOTELHO DE CASTRO,APTO,39,PARTIDO ISOLADO,60000050042,90,PARTIDO REPUBLICANO DA ORDEM SOCIAL,3503,11,2,2,2,2,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,2225,GIOMÁRIO MENDES CARNEIRO,APTO,40,PARTIDO ISOLADO,250000050504,22,PARTIDO DA REPÚBLICA,3502,25,6,6,7,7,0,0,0,0
PB,2018,6,DEPUTADO FEDERAL,4010,FRANCISCO LOPES DA SILVA,APTO,67,A FORÇA DO TRABALHO I,150000050226,40,PARTIDO SOCIALISTA BRASILEIRO,3500,14,6,6,6,6,0,0,0,0
RS,2018,6,DEPUTADO FEDERAL,1525,ERACILDO GUILHERME LINCK,APTO,64,PARTIDO ISOLADO,210000050155,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO,3491,21,4,4,4,4,0,0,0,0
PI,2018,6,DEPUTADO FEDERAL,1500,RODNEY OLIVEIRA SPÍNDOLA,APTO,56,A Vitória com a Força do Povo II,180000050371,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO,3491,18,10,8,10,8,0,0,0,0
MA,2018,6,DEPUTADO FEDERAL,1725,DEMOSTHENIS EVANGELISTA BARBOSA,APTO,54,JUNTOS PELO MARANHÃO 1,100000050372,17,PARTIDO SOCIAL LIBERAL,3484,11,0,0,0,0,0,0,0,0
RO,2018,6,DEPUTADO FEDERAL,5110,JACY ALVES DE SOUZA,APTO,58,"RONDÔNIA, ESPERANÇA DE UM NOVO TEMPO",220000050260,51,PATRIOTA,3477,8,2,2,2,2,0,0,0,0
RN,2018,6,DEPUTADO FEDERAL,1212,WALTER FERNANDES DE MIRANDA JUNIOR,APTO,64,100% RN I,200000050348,12,PARTIDO DEMOCRÁTICO TRABALHISTA,3473,11,2,2,2,2,0,0,0,0
PI,2018,6,DEPUTADO FEDERAL,1700,MAURO PEREIRA DA SILVA,APTO,54,PIAUI ACIMA DE TUDO,180000050704,17,PARTIDO SOCIAL LIBERAL,3466,4,0,0,0,0,0,0,0,0
MA,2018,6,DEPUTADO FEDERAL,1315,NEY JEFFERSON PEREIRA TEIXEIRA,APTO,36,PARTIDO ISOLADO,100000050434,13,PARTIDO DOS TRABALHADORES,3466,8,0,1,0,1,0,0,0,0
MS,2018,6,DEPUTADO FEDERAL,1900,EDUARDO GAÚNA,APTO,46,ESPERANÇA E MUDANÇA 1,120000050061,19,PODEMOS,3465,5,0,1,0,1,0,0,0,0
CE,2018,6,DEPUTADO FEDERAL,3313,ANTONIO REGINALDO COSTA MOREIRA,APTO,54,EM DEFESA DO CEARÁ,60000050295,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,3452,14,6,6,6,6,0,0,0,0
PI,2018,6,DEPUTADO FEDERAL,4477,ODONIAS LEAL DA LUZ,APTO,61,RESISTÊNCIA PELO PIAUÍ I,180000050616,44,PARTIDO REPUBLICANO PROGRESSISTA,3451,8,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,1523,YGOR SILVEIRA BUENO,APTO,24,PARTIDO ISOLADO,250000050112,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO,3445,14,2,2,2,2,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,1577,ANA PAULA CALVO FARIA,APTO,35,PARTIDO ISOLADO,250000050112,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO,3441,15,2,2,2,2,0,0,0,0
PR,2018,6,DEPUTADO FEDERAL,5021,LORENZO GABRIEL BALEN,APTO,30,PSOL-PCB,160000050699,50,PARTIDO SOCIALISMO E LIBERDADE,3438,3,0,0,0,0,0,0,0,0
DF,2018,6,DEPUTADO FEDERAL,3034,DIEGO BARROS MAIA,APTO,36,PARTIDO ISOLADO,70000050065,30,PARTIDO NOVO,3437,5,0,0,0,0,0,0,0,0
RS,2018,6,DEPUTADO FEDERAL,3131,DANIEL TEVAH,APTO,62,O RIO GRANDE QUE QUEREMOS,210000050292,31,PARTIDO HUMANISTA DA SOLIDARIEDADE,3434,10,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,3017,DAVID PEREIRA DE AZEVEDO,APTO,34,PARTIDO ISOLADO,250000050056,30,PARTIDO NOVO,3433,37,3,3,3,3,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,1244,EDUARDO LIMA CALDEIRA,APTO,53,#MINAS PARA TODOS,130000050539,12,PARTIDO DEMOCRÁTICO TRABALHISTA,3432,40,8,8,8,8,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,1725,ANTONIO MARCOS LIMA MACIEL,APTO,45,PARTIDO ISOLADO,130000050443,17,PARTIDO SOCIAL LIBERAL,3430,34,6,6,6,6,0,0,0,0
BA,2018,6,DEPUTADO FEDERAL,2500,REGINALDO DA SILVA DE ANDRADE,APTO,52,UNIDOS PARA MUDAR A BAHIA,50000050223,25,DEMOCRATAS,3427,25,6,5,6,5,0,0,0,0
PB,2018,6,DEPUTADO FEDERAL,1744,CICERO JOSE FERNANDES DO CARMO,APTO,27,FORÇA DA ESPERANÇA III,150000050421,17,PARTIDO SOCIAL LIBERAL,3426,8,1,1,1,1,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,3060,ELISA CLÁUDIA LOPES,APTO,41,PARTIDO ISOLADO,130000050025,30,PARTIDO NOVO,3424,24,2,2,2,2,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,1373,BRUNO RAMOS DA SILVA,APTO,31,SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES,250000050635,13,PARTIDO DOS TRABALHADORES,3420,45,8,8,9,8,0,0,0,0
MA,2018,6,DEPUTADO FEDERAL,4011,MARIA DO SOCORRO NASCIMENTO BARBOSA,APTO,55,TODOS PELO MARANHÃO 1,100000050055,40,PARTIDO SOCIALISTA BRASILEIRO,3413,18,6,6,6,6,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,5102,ELISABETE ANTONIO DO PRADO SILVA,APTO,52,PARTIDO ISOLADO,250000050086,51,PATRIOTA,3411,12,0,0,0,0,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,3678,ACRAILTON FORDE,APTO,49,POR UM RIO MAIS HONESTO,190000050393,36,PARTIDO TRABALHISTA CRISTÃO,3405,12,0,0,0,0,0,0,0,0
PI,2018,6,DEPUTADO FEDERAL,1717,CLEITON RAFAEL DE MORAES RUFINO,APTO,53,PIAUI ACIMA DE TUDO,180000050704,17,PARTIDO SOCIAL LIBERAL,3398,5,0,0,0,0,0,0,0,0
PR,2018,6,DEPUTADO FEDERAL,1333,GILBERTO GRZESZEZESZYN,APTO,48,PARTIDO ISOLADO,160000050614,13,PARTIDO DOS TRABALHADORES,3394,12,3,3,3,3,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,1540,HAMILTON DIAS DE MOURA,APTO,56,#MINAS PARA TODOS,130000050539,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO,3390,41,8,8,8,8,0,0,0,0
DF,2018,6,DEPUTADO FEDERAL,9000,NEVITON PEREIRA JUNIOR,APTO,48,RENOVAR DF 2,70000050599,90,PARTIDO REPUBLICANO DA ORDEM SOCIAL,3389,7,0,0,0,0,0,0,0,0
AP,2018,6,DEPUTADO FEDERAL,3677,JOSE LUIS MERCURIO,APTO,48,AMAPÁ DA GENTE,30000050683,36,PARTIDO TRABALHISTA CRISTÃO,3387,5,1,1,1,1,0,0,0,0
GO,2018,6,DEPUTADO FEDERAL,1234,FRANCISCO MOACIR BARROS,APTO,57,A MUDANÇA É AGORA I,90000050428,12,PARTIDO DEMOCRÁTICO TRABALHISTA,3386,12,6,5,6,5,0,0,0,0
AP,2018,6,DEPUTADO FEDERAL,1456,ACHILES EDUARDO PONTES CAMPOS,APTO,46,AMAPÁ DA GENTE,30000050683,14,PARTIDO TRABALHISTA BRASILEIRO,3386,6,1,1,1,1,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,1400,RODRIGO DE ANDRADE HENRIQUES,APTO,38,O RIO QUER PAZ,190000050195,14,PARTIDO TRABALHISTA BRASILEIRO,3384,38,9,9,9,9,0,0,0,0
AM,2018,6,DEPUTADO FEDERAL,5000,MICHELLE BARBOSA ANDREWS,APTO,34,PARTIDO ISOLADO,40000050067,50,PARTIDO SOCIALISMO E LIBERDADE,3380,1,0,0,0,0,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,1090,HUGO MARQUES TRISTÃO,APTO,39,PARTIDO ISOLADO,190000050720,10,PARTIDO REPUBLICANO BRASILEIRO,3378,12,3,2,3,2,0,0,0,0
SE,2018,6,DEPUTADO FEDERAL,1555,KATIANE FORTUNATO PEREIRA,APTO,28,PRA SERGIPE AVANÇAR,260000050630,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO,3374,10,5,4,5,4,0,0,0,0
CE,2018,6,DEPUTADO FEDERAL,9078,RIBAMAR VIANA DA SILVA,APTO,48,PARTIDO ISOLADO,60000050042,90,PARTIDO REPUBLICANO DA ORDEM SOCIAL,3372,12,2,2,2,2,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,5007,NILTON JOSE DOS ANJOS DE OLIVEIRA,APTO,46,MUDAR É POSSÍVEL,190000050058,50,PARTIDO SOCIALISMO E LIBERDADE,3370,13,4,4,4,4,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,1255,NIVALDO PESSANHA DE SOUSA,APTO,53,RENOVAR PARA MUDAR,190000050414,12,PARTIDO DEMOCRÁTICO TRABALHISTA,3362,20,3,3,3,3,0,0,0,0
GO,2018,6,DEPUTADO FEDERAL,2829,WILSON SODRE DE OLIVEIRA,APTO,44,A MUDANÇA É AGORA II,90000050145,28,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,3362,7,0,1,0,1,0,0,0,0
RS,2018,6,DEPUTADO FEDERAL,1272,RAFAEL RIBEIRO BUENO,APTO,34,FRENTE TRABALHISTA SUSTENTAVEL,210000050135,12,PARTIDO DEMOCRÁTICO TRABALHISTA,3357,17,3,3,3,3,0,0,0,0
AP,2018,6,DEPUTADO FEDERAL,2200,EURISON DE ANDRADE DA SILVA,INAPTO,34,O AMAPÁ QUE QUEREMOS,30000050080,22,PARTIDO DA REPÚBLICA,3356,5,2,1,2,1,0,0,0,0
RO,2018,6,DEPUTADO FEDERAL,1522,CLAUDIA LUCENNA AIRES MOURA DE OLIVEIRA,APTO,51,"RONDONIA, UNIDOS SOMOS FORTES 1",220000050482,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO,3354,7,2,2,2,2,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,4444,GERALDO VICENTE PIRES,APTO,59,PARTIDO ISOLADO,190000050661,44,PARTIDO REPUBLICANO PROGRESSISTA,3353,11,1,1,1,1,0,0,0,0
MA,2018,6,DEPUTADO FEDERAL,1718,ESTELMO MORAIS CARVALHO,APTO,51,JUNTOS PELO MARANHÃO 1,100000050372,17,PARTIDO SOCIAL LIBERAL,3353,12,0,0,0,0,0,0,0,0
SC,2018,6,DEPUTADO FEDERAL,4533,MAIKON DA COSTA,APTO,35,SANTA CATARINA MAIS FORTE,240000050252,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,3350,15,2,2,2,2,0,0,0,0
SC,2018,6,DEPUTADO FEDERAL,5150,SERGIO JOSE GODINHO,INAPTO,64,SANTA CATARINA EM PRIMEIRO LUGAR,240000050377,51,PATRIOTA,3348,3,0,0,0,0,0,0,0,0
SC,2018,6,DEPUTADO FEDERAL,5150,ALQUILE CENSI,INAPTO,46,SANTA CATARINA EM PRIMEIRO LUGAR,240000050377,51,PATRIOTA,3348,4,0,0,0,0,0,0,0,0
SC,2018,6,DEPUTADO FEDERAL,3070,CRISTIANE REGINA CASAS FURTADO BERGER,APTO,49,PARTIDO ISOLADO,240000050013,30,PARTIDO NOVO,3344,15,0,1,0,1,0,0,0,0
AP,2018,6,DEPUTADO FEDERAL,1400,JOSE ARANHA NETO,APTO,37,AMAPÁ DA GENTE,30000050683,14,PARTIDO TRABALHISTA BRASILEIRO,3344,7,1,1,1,1,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,4335,NATALINO DAVI DA SILVA,APTO,51,PARTIDO ISOLADO,250000050304,43,PARTIDO VERDE,3340,21,1,1,1,1,0,0,0,0
PI,2018,6,DEPUTADO FEDERAL,1320,NEIDE DE JESUS CARVALHO,APTO,41,A Vitória com a Força do Povo II,180000050371,13,PARTIDO DOS TRABALHADORES,3337,19,10,8,10,8,0,0,0,0
SC,2018,6,DEPUTADO FEDERAL,2727,JOCIMAR DOS SANTOS DE LIMA,APTO,41,SANTA CATARINA MAIS FORTE,240000050252,27,DEMOCRACIA CRISTÃ,3337,16,2,2,2,2,0,0,0,0
TO,2018,6,DEPUTADO FEDERAL,2300,EMMANOEL MARLON PEREIRA,APTO,34,JUNTOS SOMOS MAIS FORTES 1,270000050751,23,PARTIDO POPULAR SOCIALISTA,3336,1,0,0,0,0,0,0,0,0
MA,2018,6,DEPUTADO FEDERAL,5050,MILTON TEIXEIRA SANTOS FILHO,APTO,50,VAMOS SEM MEDO DE MUDAR O MARANHÃO,100000050484,50,PARTIDO SOCIALISMO E LIBERDADE,3332,1,0,0,0,0,0,0,0,0
AM,2018,6,DEPUTADO FEDERAL,5122,WANDERSON MENDES FERREIRA,APTO,28,PARTIDO ISOLADO,40000050133,51,PATRIOTA,3328,2,0,0,0,0,0,0,0,0
